# DiskPar00 DiskPar01 DiskPar02 DiskPar03 DiskPar04 DiskPar10 DiskPar11 DiskPar12 DiskPar13 DiskPar14 DiskPar20 DiskPar21 DiskPar22 DiskPar23 DiskPar24 DiskPar30 DiskPar31 DiskPar32 DiskPar33 DiskPar34 SphrPar00 SphrPar01 SphrPar02 SphrPar03 SphrPar04 SphrPar05 SphrPar10 SphrPar11 SphrPar12 SphrPar13 SphrPar14 SphrPar15 Usun Vsun Wsun Sigma_maser vR_maser vPhi_maser vZ_maser Stellar_mass mass(R<60) mass(R<100) r200 m200 concentration94 R0 v0 vesc_R0 Kz likelihood N_chain
9.57784e+08 2.42756 0.3 0 0 1.47738e+08 3.46968 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.77632e+10 0.5 0 1.8 0.075 2.1 9.59855e+06 1 1 3 18.2338 0 0.00866324 0.0162933 0.00786388 0.00690921 -0.0031078 -0.00183039 -0.000552032 6.64651e+10 5.70608e+11 8.1495e+11 223.071 1.27908e+12 16.1805 8.31203 233.235 595.317 0.00204766 1604.63 27
1.00472e+09 2.58237 0.3 0 0 1.243e+08 3.76602 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.7652e+10 0.5 0 1.8 0.075 2.1 8.82498e+06 1 1 3 16.0817 0 0.00817656 0.0156237 0.00852254 0.0067375 -0.0025952 -0.000991136 0.000284305 7.38927e+10 4.2694e+11 5.88241e+11 193.261 8.31744e+11 15.6511 8.12181 228.464 528.85 0.00231889 1603.28 1
1.06751e+09 2.37963 0.3 0 0 9.26629e+07 4.27191 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.0957e+10 0.5 0 1.8 0.075 2.1 9.02138e+06 1 1 3 18.138 0 0.00950407 0.0154306 0.00721852 0.00687414 -0.00286401 -0.00233642 0.000566943 6.78187e+10 5.36314e+11 7.62819e+11 216.952 1.17664e+12 15.7889 8.17348 230.313 580.653 0.00213121 1605.13 5
9.56369e+08 2.60775 0.3 0 0 1.1855e+08 4.08105 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.05552e+11 0.5 0 1.8 0.075 2.1 6.83877e+06 1 1 3 21.5226 0 0.00864111 0.0170071 0.00724808 0.00678485 -0.00116258 -0.00197104 -0.00215099 7.47001e+10 5.85137e+11 8.52757e+11 229.707 1.39667e+12 14.1448 8.26383 234.477 607.44 0.00228987 1602.41 18
8.79972e+08 2.6471 0.3 0 0 1.09077e+08 3.70276 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.75515e+10 0.5 0 1.8 0.075 2.1 1.40652e+07 1 1 3 14.2609 0 0.0085767 0.015664 0.00644127 0.0077027 -0.0016936 -0.00239945 0.00058795 6.88479e+10 5.00505e+11 6.8696e+11 204.809 9.90018e+11 18.8003 8.34532 235.448 562.147 0.00216169 1603.67 1
8.84497e+08 2.38999 0.3 0 0 1.7478e+08 2.93977 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.96365e+10 0.5 0 1.8 0.075 2.1 1.07103e+07 1 1 3 17.4398 0 0.00766569 0.0135142 0.00817347 0.00684565 -0.000768895 -0.00163361 0.00275133 6.12304e+10 5.72321e+11 8.14881e+11 222.605 1.27109e+12 16.8941 8.17716 231.144 595.192 0.00197268 1606.11 18
8.11219e+08 2.46939 0.3 0 0 1.87419e+08 2.73603 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.09417e+11 0.5 0 1.8 0.075 2.1 8.29532e+06 1 1 3 19.8479 0 0.00748784 0.0129448 0.00715782 0.00659462 -0.0016186 -0.000859152 0.00258794 6.16756e+10 5.83776e+11 8.4718e+11 228.263 1.37047e+12 15.2723 8.02743 227.905 603.019 0.00201982 1604.08 8
6.85047e+08 2.97306 0.3 0 0 2.20166e+08 2.99239 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.44322e+10 0.5 0 1.8 0.075 2.1 1.67463e+07 1 1 3 12.947 0 0.00865694 0.0126412 0.00972004 0.00693565 -0.00172779 0.0011442 0.00308813 7.08606e+10 4.84774e+11 6.55757e+11 199.903 9.20579e+11 20.125 8.38078 237.31 555.475 0.00225799 1598.92 3
7.59927e+08 2.60993 0.3 0 0 2.66251e+08 2.68914 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.90626e+10 0.5 0 1.8 0.075 2.1 1.12104e+07 1 1 3 17.0018 0 0.00704905 0.0139684 0.00811527 0.00653034 0.000400306 0.00226036 0.00221299 6.45653e+10 5.70851e+11 8.08271e+11 221.344 1.24966e+12 17.2005 8.17538 234.312 596.096 0.00210981 1598.64 14
8.8189e+08 2.63325 0.3 0 0 2.25005e+08 2.99624 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.69288e+10 0.5 0 1.8 0.075 2.1 6.04146e+06 1 1 3 23.832 0 0.00843548 0.0138308 0.0075609 0.00764317 -0.00133342 -0.00138669 0.00189396 7.08647e+10 6.27883e+11 9.34432e+11 240.832 1.60971e+12 13.4627 8.17168 233.389 628.722 0.00226972 1605.88 4
9.37898e+08 2.63507 0.3 0 0 2.21082e+08 3.21429 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.03235e+10 0.5 0 1.8 0.075 2.1 6.26031e+06 1 1 3 22.4223 0 0.00956185 0.0137402 0.00722302 0.00628551 -0.00282545 -0.0020463 0.00121573 7.53274e+10 5.8421e+11 8.56261e+11 230.809 1.41694e+12 13.6554 8.28098 235.466 608.218 0.00231262 1606.16 28
9.12709e+08 2.6709 0.3 0 0 2.08082e+08 2.87454 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.72914e+10 0.5 0 1.8 0.075 2.1 6.52341e+06 1 1 3 22.2168 0 0.00968753 0.0152536 0.00649064 0.00808529 -0.00351611 -0.00261011 -0.000462668 7.23986e+10 5.92618e+11 8.69514e+11 232.264 1.44388e+12 13.8812 8.37752 234.603 609.798 0.00218965 1601.53 1
7.62686e+08 2.79079 0.3 0 0 2.08367e+08 3.14584 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.87185e+10 0.5 0 1.8 0.075 2.1 6.86092e+06 1 1 3 22.7781 0 0.0085411 0.0128476 0.00760847 0.00665515 -0.00210569 -0.00203109 0.0012127 7.10936e+10 6.47311e+11 9.5767e+11 242.368 1.64064e+12 14.163 8.26498 234.921 635.54 0.00226037 1603.75 5
9.8325e+08 2.45534 0.3 0 0 1.34107e+08 3.51015 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.85262e+10 0.5 0 1.8 0.075 2.1 1.04035e+07 1 1 3 16.4686 0 0.00820335 0.014664 0.008857 0.00708966 -0.00233774 -0.00214055 0.00118383 6.7522e+10 5.05905e+11 7.08433e+11 209.172 1.05464e+12 16.7016 8.12345 231.287 566.404 0.00217099 1604.86 19
1.02798e+09 2.26828 0.3 0 0 1.56762e+08 3.0435 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.30931e+10 0.5 0 1.8 0.075 2.1 1.05445e+07 1 1 3 16.8047 0 0.010653 0.014479 0.00649484 0.00653777 -0.00405662 -0.00175344 0.000837679 6.17606e+10 5.26059e+11 7.42604e+11 213.761 1.12558e+12 16.7911 8.10393 228.975 573.877 0.00197747 1603.48 4
1.01761e+09 2.467 0.3 0 0 1.24098e+08 3.33764 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.04458e+11 0.5 0 1.8 0.075 2.1 4.77844e+06 1 1 3 27.6814 0 0.00907291 0.0146763 0.00745383 0.00634662 -0.00362266 -0.00163523 0.000220769 6.89315e+10 6.6582e+11 1.01856e+12 253.28 1.87243e+12 12.2543 8.24441 230.92 647.97 0.00210543 1605.41 75
1.14558e+09 2.17211 0.3 0 0 8.74786e+07 3.59387 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.47154e+10 0.5 0 1.8 0.075 2.1 6.24018e+06 1 1 3 24.1801 0 0.00868243 0.0157159 0.00639666 0.00672975 -0.00176658 -0.00325608 -0.000684916 6.06106e+10 6.53331e+11 9.81788e+11 246.656 1.72937e+12 13.6377 8.04009 226.849 637.138 0.0019458 1603.79 6
1.18853e+09 2.3602 0.3 0 0 9.20391e+07 4.06275 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 7.47062e+10 0.5 0 1.8 0.075 2.1 6.82964e+06 1 1 3 21.749 0 0.00878593 0.0163702 0.00700083 0.0077176 -0.00099045 -0.0018152 0.000967584 6.97934e+10 5.90812e+11 8.65344e+11 231.522 1.43018e+12 14.1378 8.18494 232.818 609.237 0.00218725 1600.51 1
1.09788e+09 2.26547 0.3 0 0 7.27486e+07 4.21454 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.49499e+10 0.5 0 1.8 0.075 2.1 6.50518e+06 1 1 3 23.9265 0 0.00863332 0.0150443 0.00486869 0.00565125 -0.00242006 -0.00331954 0.000616293 6.39974e+10 6.68667e+11 1.00207e+12 248.381 1.76576e+12 13.8662 8.1453 230.384 643.923 0.00200561 1601.83 15
