# DiskPar00 DiskPar01 DiskPar02 DiskPar03 DiskPar04 DiskPar10 DiskPar11 DiskPar12 DiskPar13 DiskPar14 DiskPar20 DiskPar21 DiskPar22 DiskPar23 DiskPar24 DiskPar30 DiskPar31 DiskPar32 DiskPar33 DiskPar34 SphrPar00 SphrPar01 SphrPar02 SphrPar03 SphrPar04 SphrPar05 SphrPar10 SphrPar11 SphrPar12 SphrPar13 SphrPar14 SphrPar15 Usun Vsun Wsun Sigma_maser vR_maser vPhi_maser vZ_maser Stellar_mass mass(R<60) mass(R<100) r200 m200 concentration94 R0 v0 vesc_R0 Kz likelihood N_chain
8.8326e+08 2.46883 0.3 0 0 1.9257e+08 2.98006 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.99455e+10 0.5 0 1.8 0.075 2.1 7.21266e+06 1 1 3 21.0336 0 0.00935587 0.0150278 0.00785192 0.00732854 -0.00371484 -0.00128567 0.00200151 6.54961e+10 5.78534e+11 8.44593e+11 228.8 1.38027e+12 14.4482 8.28514 228.887 600.19 0.00198791 1601.6 3
1.07881e+09 2.37831 0.3 0 0 1.65349e+08 3.26655 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.76367e+10 0.5 0 1.8 0.075 2.1 5.8651e+06 1 1 3 23.2788 0 0.00945602 0.0149614 0.00637109 0.00647089 -0.00468121 -0.00218157 0.00309581 6.92411e+10 5.84464e+11 8.64865e+11 232.777 1.45342e+12 13.3043 8.15516 230.447 607.591 0.0021448 1602.13 14
1.01061e+09 2.35585 0.3 0 0 1.55311e+08 3.09089 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.08756e+10 0.5 0 1.8 0.075 2.1 7.6018e+06 1 1 3 21.6682 0 0.00992526 0.0133005 0.0059345 0.00775978 -0.00347252 -0.00409439 0.000270072 6.37695e+10 6.39206e+11 9.4187e+11 240.022 1.59355e+12 14.7533 8.14894 232.362 629.347 0.00205759 1603.71 4
9.24894e+08 2.64245 0.3 0 0 2.13202e+08 3.08051 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.79924e+10 0.5 0 1.8 0.075 2.1 5.17046e+06 1 1 3 23.9369 0 0.00833933 0.0132823 0.00732287 0.00624624 -0.00282545 -0.00229846 0.00142335 7.31363e+10 5.54165e+11 8.19453e+11 227.899 1.36386e+12 12.6492 8.05151 229.341 596.68 0.00236779 1604.04 17
7.69205e+08 2.49345 0.3 0 0 1.95435e+08 2.75257 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.3717e+10 0.5 0 1.8 0.075 2.1 1.13698e+07 1 1 3 17.0131 0 0.00796169 0.0136804 0.0083903 0.00793126 -0.00417916 -0.00172901 0.00241201 5.97154e+10 5.73944e+11 8.15163e+11 222.318 1.26633e+12 17.296 8.08307 230.276 596.242 0.00200167 1602.39 4
8.39573e+08 2.65408 0.3 0 0 2.16805e+08 2.96884 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.05183e+11 0.5 0 1.8 0.075 2.1 9.16838e+06 1 1 3 18.6753 0 0.00912386 0.0147833 0.00639952 0.0071193 -0.00434427 -9.78447e-05 0.00216001 7.05632e+10 5.77453e+11 8.25912e+11 224.501 1.3038e+12 15.8895 8.26362 236.796 601.203 0.00220918 1601.15 9
8.7447e+08 2.6481 0.3 0 0 1.63512e+08 3.36786 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.63541e+10 0.5 0 1.8 0.075 2.1 1.11263e+07 1 1 3 16.9832 0 0.0094146 0.0120997 0.00742887 0.00700143 -0.0036371 0.000613352 0.00142513 6.98816e+10 5.71175e+11 8.06132e+11 220.874 1.24162e+12 17.1491 8.34177 238.045 596.708 0.00221091 1600.62 9
8.09463e+08 2.44678 0.3 0 0 1.93446e+08 2.80056 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.45577e+10 0.5 0 1.8 0.075 2.1 1.37152e+07 1 1 3 16.1075 0 0.00901286 0.0127907 0.00888193 0.00710102 -0.0028874 -0.0014964 0.00390962 5.95186e+10 6.10144e+11 8.61885e+11 226.598 1.34083e+12 18.6158 8.33462 236.5 610.384 0.00192037 1602.65 1
6.12945e+08 3.04523 0.3 0 0 1.75173e+08 3.31001 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.14134e+11 0.5 0 1.8 0.075 2.1 1.50587e+07 1 1 3 13.8004 0 0.0102846 0.0121158 0.00769252 0.00795397 -0.00711581 -0.00059552 0.00286221 6.99775e+10 4.99509e+11 6.82244e+11 203.841 9.75956e+11 19.3084 8.19613 234.393 563.829 0.00230663 1596.34 7
8.18578e+08 2.57644 0.3 0 0 1.61033e+08 3.05171 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.09285e+11 0.5 0 1.8 0.075 2.1 8.47422e+06 1 1 3 18.9033 0 0.0102459 0.0121493 0.00743938 0.007618 -0.00767481 -0.00166937 0.000837696 6.53311e+10 5.4615e+11 7.8319e+11 220.05 1.22779e+12 15.4021 8.15752 228.517 585.038 0.0020762 1597.66 2
8.91277e+08 2.72349 0.3 0 0 1.77862e+08 3.19491 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.8218e+10 0.5 0 1.8 0.075 2.1 6.23201e+06 1 1 3 22.3706 0 0.00980031 0.0133893 0.00596256 0.0077763 -0.00574938 -0.00529444 0.000306447 7.37143e+10 5.77873e+11 8.47102e+11 229.808 1.39855e+12 13.6308 8.3113 233.117 604.172 0.00227065 1600.32 1
9.04709e+08 2.43906 0.3 0 0 1.97921e+08 2.91816 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.12535e+10 0.5 0 1.8 0.075 2.1 8.33324e+06 1 1 3 20.0108 0 0.00922289 0.0143743 0.00686495 0.00650124 -0.00161575 -0.00290711 0.00198254 6.45477e+10 5.98186e+11 8.68456e+11 230.613 1.41342e+12 15.3006 8.15145 231.841 609.926 0.00206746 1607.48 8
9.01309e+08 2.58717 0.3 0 0 1.91149e+08 3.06065 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.33526e+10 0.5 0 1.8 0.075 2.1 1.03297e+07 1 1 3 16.9734 0 0.00889085 0.0164278 0.00660847 0.00571056 -0.00194818 -0.00265931 -0.00119463 6.94865e+10 5.34306e+11 7.52111e+11 214.693 1.14026e+12 16.6551 8.31078 235.148 579.34 0.00215572 1604.98 62
8.77473e+08 2.44453 0.3 0 0 2.51513e+08 2.63017 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.01653e+11 0.5 0 1.8 0.075 2.1 6.78438e+06 1 1 3 21.975 0 0.0089204 0.0152215 0.00708109 0.00675403 -0.00398681 -0.00208757 -0.000242416 6.49571e+10 5.93807e+11 8.73834e+11 232.88 1.45551e+12 14.0998 8.19991 229.208 608.649 0.00199426 1607.2 6
9.12766e+08 2.53286 0.3 0 0 2.13812e+08 2.7272 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.0765e+11 0.5 0 1.8 0.075 2.1 6.10209e+06 1 1 3 23.9877 0 0.00865074 0.0155261 0.00862613 0.00669574 -0.00351723 -0.000824546 9.88325e-05 6.84041e+10 6.38586e+11 9.53353e+11 243.114 1.65591e+12 13.5163 8.25864 233.237 631.724 0.00209439 1605.31 33
8.68491e+08 2.64622 0.3 0 0 3.20782e+08 2.66887 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.64639e+10 0.5 0 1.8 0.075 2.1 4.47677e+06 1 1 3 27.3773 0 0.00849649 0.0131117 0.00751318 0.0062945 -0.00280492 -0.00280796 0.00213251 7.31792e+10 6.2015e+11 9.417e+11 244.545 1.68525e+12 11.9362 8.08807 231.793 630.45 0.0023126 1605.53 13
8.4734e+08 2.73921 0.3 0 0 2.83096e+08 2.78022 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.5199e+10 0.5 0 1.8 0.075 2.1 7.29593e+06 1 1 3 19.9457 0 0.00715676 0.0140439 0.0068914 0.0067808 0.000259934 -0.00272368 0.00199417 7.41933e+10 5.38193e+11 7.72835e+11 219.268 1.21473e+12 14.5142 8.21054 234.299 585.36 0.00232504 1604.82 25
8.65351e+08 2.65986 0.3 0 0 2.57967e+08 2.81496 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.07151e+11 0.5 0 1.8 0.075 2.1 6.00616e+06 1 1 3 23.3245 0 0.00957133 0.0146657 0.00747455 0.0063209 -0.00176944 -0.00186661 0.000900566 7.28854e+10 6.02645e+11 8.91223e+11 235.593 1.5067e+12 13.4309 8.32827 234.391 615.905 0.00218764 1605.14 6
8.90118e+08 2.69924 0.3 0 0 1.93747e+08 3.24511 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.03221e+11 0.5 0 1.8 0.075 2.1 5.68554e+06 1 1 3 23.7405 0 0.00888402 0.0149985 0.00661394 0.00586587 -0.00173875 -0.00327708 0.00106864 7.47881e+10 5.94861e+11 8.80555e+11 234.655 1.48887e+12 13.1392 8.17691 233.649 614.972 0.00235563 1604.17 3
9.50939e+08 2.54344 0.3 0 0 1.42602e+08 3.21306 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.00655e+11 0.5 0 1.8 0.075 2.1 9.09426e+06 1 1 3 18.9374 0 0.00892783 0.0168567 0.00648698 0.00666884 -0.000820651 -0.00216409 -0.000308133 6.88911e+10 5.86881e+11 8.4246e+11 226.641 1.34144e+12 15.8383 8.34686 236.326 604.055 0.00211841 1602.77 1
1.02515e+09 2.43081 0.3 0 0 1.09499e+08 3.79037 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.50235e+10 0.5 0 1.8 0.075 2.1 5.92657e+06 1 1 3 24.5363 0 0.00879916 0.0146228 0.00650495 0.00660766 -0.00329124 -0.00117731 0.00181924 6.75235e+10 6.4756e+11 9.71235e+11 245.55 1.70608e+12 13.36 8.21366 230.786 636.095 0.00211851 1604.97 23
9.22005e+08 2.47261 0.3 0 0 1.05182e+08 3.92844 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.06807e+11 0.5 0 1.8 0.075 2.1 8.83049e+06 1 1 3 18.8442 0 0.00891237 0.0161151 0.00828067 0.00694535 -0.00317154 -0.00210997 -0.000610706 6.71608e+10 5.64855e+11 8.09849e+11 222.974 1.27746e+12 15.6556 8.34797 231.106 592.396 0.00201792 1601.82 2
9.69892e+08 2.5404 0.3 0 0 9.58689e+07 3.92855 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 7.96609e+10 0.5 0 1.8 0.075 2.1 1.11344e+07 1 1 3 16.6514 0 0.00757156 0.0131102 0.00797448 0.00751231 -0.00213786 -0.00124659 0.000848343 6.77206e+10 5.48326e+11 7.7151e+11 216.75 1.17342e+12 17.154 8.16162 234.485 586.759 0.00223539 1602.69 13
9.86349e+08 2.40886 0.3 0 0 1.19692e+08 3.68146 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.03565e+11 0.5 0 1.8 0.075 2.1 6.49985e+06 1 1 3 23.8373 0 0.00802791 0.0144792 0.00704947 0.00776006 -0.00243126 -0.0010013 0.00130928 6.74049e+10 6.66959e+11 9.96952e+11 247.614 1.74941e+12 13.8616 8.15024 233.354 644.653 0.00212826 1605.08 8
8.86154e+08 2.63834 0.3 0 0 1.67337e+08 3.33798 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.97517e+10 0.5 0 1.8 0.075 2.1 6.82605e+06 1 1 3 21.6149 0 0.00933711 0.0135239 0.00773492 0.00787054 -0.00225115 -0.00265946 0.000172828 7.13795e+10 5.85444e+11 8.55513e+11 230.238 1.40651e+12 14.1351 8.28824 232.676 606.331 0.00220229 1603.35 3
1.07103e+09 2.45546 0.3 0 0 1.80786e+08 3.29273 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.99373e+10 0.5 0 1.8 0.075 2.1 5.00772e+06 1 1 3 26.3606 0 0.00831483 0.0150629 0.00651756 0.00643409 -0.0022267 -0.00213843 -0.000145392 7.29119e+10 6.39899e+11 9.67273e+11 246.474 1.72543e+12 12.487 8.17436 234.245 637.309 0.00226219 1605.68 4
9.7914e+08 2.66241 0.3 0 0 1.22993e+08 3.84932 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.35087e+10 0.5 0 1.8 0.075 2.1 6.13537e+06 1 1 3 23.1861 0 0.00852408 0.0141617 0.0067616 0.00743909 -0.00168992 -0.000867971 -0.000288108 7.4502e+10 6.09047e+11 8.99407e+11 236.294 1.52034e+12 13.5461 8.33801 234.482 619.132 0.00230484 1601.58 4
9.99951e+08 2.49491 0.3 0 0 1.17355e+08 4.01482 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.49382e+10 0.5 0 1.8 0.075 2.1 5.84438e+06 1 1 3 23.0055 0 0.00863718 0.0148737 0.00718381 0.00676567 -0.00216659 -0.00141909 -8.19352e-05 7.14668e+10 5.72499e+11 8.43647e+11 230.044 1.40275e+12 13.2856 8.15076 229.122 602.332 0.00222599 1606.39 19
1.024e+09 2.36457 0.3 0 0 1.03297e+08 3.70986 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.67703e+10 0.5 0 1.8 0.075 2.1 7.57439e+06 1 1 3 21.8943 0 0.00831076 0.0144849 0.0089804 0.00665701 0.000897291 9.77514e-06 0.0020281 6.5545e+10 6.51462e+11 9.61163e+11 242.171 1.6368e+12 14.7316 8.09583 233.74 636.069 0.00212296 1602.29 2
8.21954e+08 2.61988 0.3 0 0 1.2912e+08 3.34924 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.04374e+11 0.5 0 1.8 0.075 2.1 1.40445e+07 1 1 3 14.827 0 0.00916084 0.0128359 0.00834007 0.00695501 0.000457484 -0.000928551 0.00298788 6.58726e+10 5.3578e+11 7.42459e+11 211.963 1.09732e+12 18.7888 8.219 235.986 579.498 0.00214559 1600.43 14
9.4648e+08 2.48988 0.3 0 0 1.76262e+08 3.04198 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.19164e+10 0.5 0 1.8 0.075 2.1 8.2104e+06 1 1 3 18.5664 0 0.00833478 0.0143457 0.00750588 0.00730347 -0.00282124 -0.000517441 0.000894984 6.73167e+10 5.15593e+11 7.3472e+11 213.967 1.12881e+12 15.2102 8.05536 228.989 572.28 0.00218177 1606.25 4
9.01579e+08 2.50391 0.3 0 0 1.38566e+08 3.35272 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.00874e+11 0.5 0 1.8 0.075 2.1 1.13838e+07 1 1 3 15.9583 0 0.00907557 0.0155518 0.00772356 0.00667383 -0.00298961 -0.000968579 0.00129019 6.6311e+10 5.14123e+11 7.17976e+11 209.981 1.06682e+12 17.3041 8.16873 232.019 569.405 0.00211821 1606.85 10
8.00926e+08 2.68237 0.3 0 0 1.52973e+08 3.39187 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.11823e+11 0.5 0 1.8 0.075 2.1 9.6893e+06 1 1 3 17.6894 0 0.00774534 0.014483 0.00681474 0.00669841 -0.0018144 -0.00206538 -0.000968644 6.92624e+10 5.46038e+11 7.73834e+11 217.812 1.19066e+12 16.2404 8.32163 233.041 584.569 0.00213562 1602.94 1
9.20537e+08 2.56074 0.3 0 0 1.52319e+08 3.24365 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.8505e+10 0.5 0 1.8 0.075 2.1 8.73677e+06 1 1 3 19.511 0 0.00863845 0.0143287 0.00880798 0.00711654 -0.00415382 -0.00066636 0.000405329 6.87916e+10 5.99061e+11 8.64422e+11 229.56 1.39398e+12 15.5894 8.31103 235.924 610.246 0.00214078 1606.15 2
8.9451e+08 2.58451 0.3 0 0 1.56114e+08 3.2715 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.7027e+10 0.5 0 1.8 0.075 2.1 9.90219e+06 1 1 3 17.6629 0 0.0105495 0.014769 0.00929751 0.00720934 -0.00488607 -0.00019366 -0.000726766 6.87023e+10 5.54382e+11 7.86267e+11 219.237 1.21431e+12 16.3797 8.21636 234.636 589.702 0.0021923 1604.06 23
9.11026e+08 2.47781 0.3 0 0 2.20282e+08 2.99368 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.06615e+11 0.5 0 1.8 0.075 2.1 8.41695e+06 1 1 3 17.1131 0 0.00840513 0.015209 0.00695378 0.00676503 -0.00368336 -0.00148632 -0.000334923 6.90743e+10 4.54613e+11 6.35973e+11 200.483 9.28588e+11 15.3613 8.02032 226.962 542.279 0.00217852 1601.06 2
8.00336e+08 2.51467 0.3 0 0 1.88149e+08 2.83891 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.05232e+11 0.5 0 1.8 0.075 2.1 7.93333e+06 1 1 3 21.8872 0 0.0081824 0.0144346 0.00893062 0.00751586 -0.00261665 0.000238904 0.000902409 6.27283e+10 6.76001e+11 1.00011e+12 246.309 1.72204e+12 15.0048 8.23638 233.315 644.445 0.00199604 1604.42 4
8.8697e+08 2.59065 0.3 0 0 1.48338e+08 3.43827 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.09931e+10 0.5 0 1.8 0.075 2.1 1.00221e+07 1 1 3 17.5493 0 0.0083041 0.0135484 0.00696789 0.0067549 -0.00272605 -0.00259248 0.00194291 6.85386e+10 5.53299e+11 7.84042e+11 218.898 1.20864e+12 16.4579 8.194 233.992 589.275 0.00221237 1608.42 8
8.79735e+08 2.59907 0.3 0 0 1.12404e+08 3.81458 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.99544e+10 0.5 0 1.8 0.075 2.1 1.25001e+07 1 1 3 15.1402 0 0.00855554 0.0138361 0.0077528 0.00674543 -0.00337786 -0.00229045 0.00170447 6.85419e+10 5.06541e+11 7.01075e+11 207.214 1.02528e+12 17.9513 8.16324 233.508 566.731 0.0022207 1607.06 6
8.58108e+08 2.69337 0.3 0 0 8.82551e+07 4.288 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.06729e+11 0.5 0 1.8 0.075 2.1 1.08192e+07 1 1 3 17.1399 0 0.00840554 0.014629 0.00778463 0.0070468 -0.00212506 -0.00187111 0.00123309 7.08451e+10 5.68113e+11 8.02192e+11 220.51 1.23569e+12 16.9618 8.3143 236.366 595.481 0.0022272 1606.46 21
1.06043e+09 2.48205 0.3 0 0 1.46555e+08 3.72632 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.53611e+10 0.5 0 1.8 0.075 2.1 8.1759e+06 1 1 3 17.9864 0 0.00869329 0.0158003 0.00833146 0.00732214 -0.00135905 -0.00267848 -0.000493985 7.34428e+10 4.90436e+11 6.91244e+11 207.935 1.03606e+12 15.1847 8.21217 231.765 560.523 0.00225851 1601.94 3
9.7194e+08 2.49238 0.3 0 0 1.55298e+08 3.22909 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.69233e+10 0.5 0 1.8 0.075 2.1 8.473e+06 1 1 3 18.171 0 0.0087484 0.0165954 0.00716569 0.00555335 -0.00215887 -0.000710842 -0.000730055 6.87623e+10 5.10502e+11 7.24252e+11 212.339 1.10321e+12 15.4018 8.17848 230.259 568.914 0.00214908 1603.24 9
9.98172e+08 2.48498 0.3 0 0 1.38015e+08 3.73954 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.90167e+10 0.5 0 1.8 0.075 2.1 5.83514e+06 1 1 3 23.7395 0 0.00813846 0.0136816 0.00813034 0.00719647 -0.00179943 -0.000991905 0.00161589 7.16962e+10 6.05406e+11 8.98585e+11 236.795 1.53018e+12 13.2769 8.15441 231.854 618.494 0.00223536 1607.15 6
9.70595e+08 2.66089 0.3 0 0 1.51568e+08 3.26392 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.18421e+10 0.5 0 1.8 0.075 2.1 6.84909e+06 1 1 3 22.2675 0 0.00834999 0.0144218 0.00892687 0.00767675 -0.00221651 0.000645214 0.000874711 7.26165e+10 6.21406e+11 9.13824e+11 237.169 1.53722e+12 14.1538 8.22313 236.576 624.859 0.00234697 1600.16 4
9.35761e+08 2.47861 0.3 0 0 1.87055e+08 2.94471 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.6425e+10 0.5 0 1.8 0.075 2.1 7.24496e+06 1 1 3 21.2205 0 0.00639566 0.014609 0.00703864 0.00699201 -0.00195985 -0.002446 0.00295334 6.69199e+10 5.91909e+11 8.65313e+11 231.218 1.42433e+12 14.4736 8.21043 231.601 608.106 0.00208897 1603.04 13
8.33094e+08 2.45632 0.3 0 0 2.07253e+08 2.62911 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.48324e+10 0.5 0 1.8 0.075 2.1 1.14227e+07 1 1 3 17.4395 0 0.00791425 0.0143492 0.00585936 0.00757593 -0.00228937 -0.00242978 0.00283812 6.10471e+10 6.06113e+11 8.64792e+11 228.089 1.36729e+12 17.3269 8.26803 234.718 609.981 0.00194996 1603.85 1
8.2998e+08 2.62878 0.3 0 0 1.86757e+08 2.94776 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.67774e+10 0.5 0 1.8 0.075 2.1 1.13313e+07 1 1 3 15.7759 0 0.00986805 0.0129872 0.00730627 0.00793577 -0.00542668 -0.000153271 0.00202969 6.68731e+10 5.01528e+11 6.9833e+11 207.445 1.02869e+12 17.2724 8.19065 231.507 563.334 0.00214708 1602.91 9
8.69577e+08 2.40867 0.3 0 0 1.89669e+08 2.5148 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.55687e+10 0.5 0 1.8 0.075 2.1 1.16809e+07 1 1 3 17.3174 0 0.00995883 0.0132713 0.00685077 0.0071407 -0.00415785 -0.00260677 0.00185172 5.97656e+10 6.08748e+11 8.68426e+11 228.408 1.37322e+12 17.4802 8.16727 234.528 611.724 0.00196208 1600.67 29
7.9698e+08 2.64492 0.3 0 0 1.87593e+08 3.00454 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.04649e+11 0.5 0 1.8 0.075 2.1 9.98973e+06 1 1 3 16.4879 0 0.00764343 0.0137106 0.00631604 0.00882586 -0.00118049 -0.0019582 0.000742154 6.70203e+10 4.89044e+11 6.84122e+11 206.241 1.01083e+12 16.4371 8.03898 228.425 558.694 0.00220119 1600.01 19
8.74498e+08 2.67524 0.3 0 0 1.6171e+08 3.33323 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.01198e+11 0.5 0 1.8 0.075 2.1 8.43985e+06 1 1 3 19.2781 0 0.00797488 0.0129877 0.00637337 0.00641007 -0.000588451 -0.00359218 0.00227735 7.16514e+10 5.70986e+11 8.19452e+11 224.229 1.2991e+12 15.3777 8.26383 235.236 598.776 0.00225321 1605.39 2
7.50325e+08 2.56827 0.3 0 0 1.52847e+08 3.10273 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.02335e+11 0.5 0 1.8 0.075 2.1 1.39249e+07 1 1 3 16.0718 0 0.00854181 0.0143241 0.00696936 0.00648394 -0.00243956 -0.00137387 0.00183097 6.1482e+10 6.17818e+11 8.71905e+11 227.551 1.35781e+12 18.7269 8.183 237.972 616.327 0.00206727 1601.76 1
8.50948e+08 2.51562 0.3 0 0 1.21096e+08 3.45945 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.47338e+10 0.5 0 1.8 0.075 2.1 1.30331e+07 1 1 3 15.3814 0 0.00897649 0.0128075 0.00607746 0.00772171 -0.00408142 -0.00542572 0.00145531 6.24943e+10 5.35366e+11 7.4694e+11 213.068 1.11472e+12 18.2475 8.17918 231.524 578.006 0.00206701 1602.67 5
8.69534e+08 2.53403 0.3 0 0 9.87975e+07 3.99923 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.1884e+10 0.5 0 1.8 0.075 2.1 1.34452e+07 1 1 3 14.9346 0 0.00753477 0.0140894 0.00767084 0.00555707 -0.00125033 -0.00177788 1.69181e-05 6.52086e+10 5.22319e+11 7.24049e+11 209.927 1.06601e+12 18.472 8.25394 232.545 571.851 0.00208793 1602.54 29
1.05639e+09 2.40813 0.3 0 0 6.8658e+07 4.59222 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.05339e+11 0.5 0 1.8 0.075 2.1 7.3644e+06 1 1 3 20.4441 0 0.00871492 0.0141554 0.00673849 0.00648405 -0.00220694 1.85148e-05 0.0024238 6.90002e+10 5.62422e+11 8.14882e+11 224.786 1.30882e+12 14.5683 8.13305 230.058 594.853 0.00214563 1601.63 8
9.43653e+08 2.32997 0.3 0 0 6.41674e+07 4.47569 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.94403e+10 0.5 0 1.8 0.075 2.1 8.83705e+06 1 1 3 20.6479 0 0.00777201 0.0140244 0.00753256 0.00748861 -0.00141475 -0.00224744 0.00136872 6.11436e+10 6.65748e+11 9.76547e+11 242.8 1.64931e+12 15.66 8.00451 231.366 640.258 0.00205021 1600.78 5
1.08644e+09 2.58053 0.3 0 0 8.98188e+07 4.43261 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.8323e+10 0.5 0 1.8 0.075 2.1 4.05644e+06 1 1 3 29.3203 0 0.00780758 0.0145692 0.00913453 0.00630012 -0.00232014 0.000833597 0.00134029 7.73241e+10 6.45482e+11 9.90536e+11 251.303 1.82889e+12 11.4711 8.34677 233.016 642.623 0.0022926 1600.97 6
1.12751e+09 2.20795 0.3 0 0 5.36403e+07 5.00215 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.90205e+10 0.5 0 1.8 0.075 2.1 7.2171e+06 1 1 3 22.8597 0 0.009513 0.0148633 0.00902521 0.00828437 -0.00170127 -0.000127248 0.000783383 6.29092e+10 6.73544e+11 1.003e+12 247.531 1.74762e+12 14.4521 8.07682 230.2 644.993 0.00200294 1598.1 55
